Name,Station,Time(norwegian mean time),Mean air temperature (24 h)
Karasjok,SN97250,24.03.1964,-15.7
Karasjok,SN97250,25.03.1964,-6.4
Karasjok,SN97250,26.03.1964,-12.9
Karasjok,SN97250,27.03.1964,-7.7
Karasjok,SN97250,28.03.1964,-8.4
Karasjok,SN97250,29.03.1964,-9.7
Karasjok,SN97250,30.03.1964,-11.4
Karasjok,SN97250,31.03.1964,-13.5
Karasjok,SN97250,01.04.1964,-7.3
Karasjok,SN97250,02.04.1964,-5.5
Karasjok,SN97250,03.04.1964,-4.7
Karasjok,SN97250,04.04.1964,-4.2
Karasjok,SN97250,05.04.1964,-11
Karasjok,SN97250,06.04.1964,-4.6
Karasjok,SN97250,07.04.1964,-5.1
Karasjok,SN97250,08.04.1964,-10.1
Karasjok,SN97250,09.04.1964,-10.7
Karasjok,SN97250,10.04.1964,-9.1
Karasjok,SN97250,11.04.1964,-7.7
Karasjok,SN97250,12.04.1964,-7.5
Karasjok,SN97250,13.04.1964,-5.1
Karasjok,SN97250,14.04.1964,-0.8
Karasjok,SN97250,15.04.1964,0.7
Karasjok,SN97250,16.04.1964,1.8
Karasjok,SN97250,17.04.1964,0.3
Karasjok,SN97250,18.04.1964,0.5
Karasjok,SN97250,19.04.1964,-1
Karasjok,SN97250,20.04.1964,-0.3
Karasjok,SN97250,21.04.1964,-4
Karasjok,SN97250,22.04.1964,-4
Karasjok,SN97250,23.04.1964,-3.5
Karasjok,SN97250,24.04.1964,-7.2
Karasjok,SN97250,25.04.1964,-5.7
Karasjok,SN97250,26.04.1964,-5
Karasjok,SN97250,27.04.1964,-6.5
Karasjok,SN97250,28.04.1964,-1.8
Karasjok,SN97250,29.04.1964,-1
Karasjok,SN97250,30.04.1964,-3.5
Karasjok,SN97250,01.05.1964,-3.5
Karasjok,SN97250,02.05.1964,-1.3
Karasjok,SN97250,03.05.1964,1.4
Karasjok,SN97250,04.05.1964,0.6
Karasjok,SN97250,05.05.1964,-0.8
Karasjok,SN97250,06.05.1964,0
Karasjok,SN97250,07.05.1964,2
Karasjok,SN97250,08.05.1964,4.2
Karasjok,SN97250,09.05.1964,5.2
Karasjok,SN97250,10.05.1964,4.8
Karasjok,SN97250,11.05.1964,7.9
Karasjok,SN97250,12.05.1964,4.7
Karasjok,SN97250,13.05.1964,6.7
Karasjok,SN97250,14.05.1964,5.5
Karasjok,SN97250,15.05.1964,6.1
Karasjok,SN97250,16.05.1964,4.3
Karasjok,SN97250,17.05.1964,3.4
Karasjok,SN97250,18.05.1964,2.9
Karasjok,SN97250,19.05.1964,3
Karasjok,SN97250,20.05.1964,4.1
Karasjok,SN97250,21.05.1964,6.8
Karasjok,SN97250,22.05.1964,8
Karasjok,SN97250,23.05.1964,6.7
Karasjok,SN97250,24.05.1964,6.6
Karasjok,SN97250,25.05.1964,10.9
Karasjok,SN97250,26.05.1964,8.2
Karasjok,SN97250,27.05.1964,7.1
Karasjok,SN97250,28.05.1964,2.4
Karasjok,SN97250,29.05.1964,1.9
Karasjok,SN97250,30.05.1964,1.9
Karasjok,SN97250,31.05.1964,1.3
Karasjok,SN97250,01.06.1964,0.7
Karasjok,SN97250,02.06.1964,0.5
Karasjok,SN97250,03.06.1964,6.6
Karasjok,SN97250,04.06.1964,9.1
Karasjok,SN97250,05.06.1964,5.2
Karasjok,SN97250,06.06.1964,2.5
Karasjok,SN97250,07.06.1964,2.8
Karasjok,SN97250,08.06.1964,6.4
Karasjok,SN97250,09.06.1964,6.6
Karasjok,SN97250,10.06.1964,6.3
Karasjok,SN97250,11.06.1964,7.9
Karasjok,SN97250,12.06.1964,10.1
Karasjok,SN97250,13.06.1964,10.1
Karasjok,SN97250,14.06.1964,9.3
Karasjok,SN97250,15.06.1964,15.8
Karasjok,SN97250,16.06.1964,15.4
Karasjok,SN97250,17.06.1964,10.9
Karasjok,SN97250,18.06.1964,8.9
Karasjok,SN97250,19.06.1964,10.7
Karasjok,SN97250,20.06.1964,9.5
Karasjok,SN97250,21.06.1964,7.2
Karasjok,SN97250,22.06.1964,12.6
Karasjok,SN97250,23.06.1964,16.8
Karasjok,SN97250,24.06.1964,17
Karasjok,SN97250,25.06.1964,11.9
Karasjok,SN97250,26.06.1964,9.9
Karasjok,SN97250,27.06.1964,14.1
Karasjok,SN97250,28.06.1964,7.4
Karasjok,SN97250,29.06.1964,8.5
Karasjok,SN97250,30.06.1964,8.9
Karasjok,SN97250,01.07.1964,8
Karasjok,SN97250,02.07.1964,9.9
Karasjok,SN97250,03.07.1964,12.7
Karasjok,SN97250,04.07.1964,10.3
Karasjok,SN97250,05.07.1964,10.4
Karasjok,SN97250,06.07.1964,10.3
Karasjok,SN97250,07.07.1964,10.9
Karasjok,SN97250,08.07.1964,12
Karasjok,SN97250,09.07.1964,13
Karasjok,SN97250,10.07.1964,13.8
Karasjok,SN97250,11.07.1964,12.9
Karasjok,SN97250,12.07.1964,12.9
Karasjok,SN97250,13.07.1964,13.4
Karasjok,SN97250,14.07.1964,13.7
Karasjok,SN97250,15.07.1964,16.8
Karasjok,SN97250,16.07.1964,17.2
Karasjok,SN97250,17.07.1964,15.1
Karasjok,SN97250,18.07.1964,10.2
Karasjok,SN97250,19.07.1964,9.9
Karasjok,SN97250,20.07.1964,12.3
Karasjok,SN97250,21.07.1964,15.9
Karasjok,SN97250,22.07.1964,19.1
Karasjok,SN97250,23.07.1964,19.2
Karasjok,SN97250,24.07.1964,19.9
Karasjok,SN97250,25.07.1964,20.4
Karasjok,SN97250,26.07.1964,12.2
Karasjok,SN97250,27.07.1964,12.9
Karasjok,SN97250,28.07.1964,14.7
Karasjok,SN97250,29.07.1964,15.7
Karasjok,SN97250,30.07.1964,10.7
Karasjok,SN97250,31.07.1964,9
Karasjok,SN97250,01.08.1964,12.1
Karasjok,SN97250,02.08.1964,12.1
Karasjok,SN97250,03.08.1964,12.1
Karasjok,SN97250,04.08.1964,13.4
Karasjok,SN97250,05.08.1964,10.1
Karasjok,SN97250,06.08.1964,10.2
Karasjok,SN97250,07.08.1964,11.8
Karasjok,SN97250,08.08.1964,17.2
Karasjok,SN97250,09.08.1964,15.5
Karasjok,SN97250,10.08.1964,10.8
Karasjok,SN97250,11.08.1964,8.7
Karasjok,SN97250,12.08.1964,8
Karasjok,SN97250,13.08.1964,10.3
Karasjok,SN97250,14.08.1964,6.8
Karasjok,SN97250,15.08.1964,5.9
Karasjok,SN97250,16.08.1964,5.6
Karasjok,SN97250,17.08.1964,6.1
Karasjok,SN97250,18.08.1964,6.4
Karasjok,SN97250,19.08.1964,7.2
Karasjok,SN97250,20.08.1964,16.3
Karasjok,SN97250,21.08.1964,12.4
Karasjok,SN97250,22.08.1964,11.9
Karasjok,SN97250,23.08.1964,9.8
Karasjok,SN97250,24.08.1964,6.5
Karasjok,SN97250,25.08.1964,8.1
Karasjok,SN97250,26.08.1964,10.7
Karasjok,SN97250,27.08.1964,10.7
Karasjok,SN97250,28.08.1964,9.4
Karasjok,SN97250,29.08.1964,6.9
Karasjok,SN97250,30.08.1964,6.9
Karasjok,SN97250,31.08.1964,6.7
Karasjok,SN97250,01.09.1964,5
Karasjok,SN97250,02.09.1964,4.6
Karasjok,SN97250,03.09.1964,5.3
Karasjok,SN97250,04.09.1964,5.2
Karasjok,SN97250,05.09.1964,6.3
Karasjok,SN97250,06.09.1964,5.6
Karasjok,SN97250,07.09.1964,8
Karasjok,SN97250,08.09.1964,7.8
Karasjok,SN97250,09.09.1964,8.1
Karasjok,SN97250,10.09.1964,4.1
Karasjok,SN97250,11.09.1964,2.3
Karasjok,SN97250,12.09.1964,6.1
Karasjok,SN97250,13.09.1964,6.3
Karasjok,SN97250,14.09.1964,5.1
Karasjok,SN97250,15.09.1964,3.9
Karasjok,SN97250,16.09.1964,4.1
Karasjok,SN97250,17.09.1964,5.5
Karasjok,SN97250,18.09.1964,3.7
Karasjok,SN97250,19.09.1964,3.4
Karasjok,SN97250,20.09.1964,2.2
Karasjok,SN97250,21.09.1964,-0.7
Karasjok,SN97250,22.09.1964,0.2
Karasjok,SN97250,23.09.1964,4.1
Karasjok,SN97250,24.09.1964,5.1
Karasjok,SN97250,25.09.1964,2.4
Karasjok,SN97250,26.09.1964,1.3
Karasjok,SN97250,27.09.1964,3.7
Karasjok,SN97250,28.09.1964,6
Karasjok,SN97250,29.09.1964,1.2
Karasjok,SN97250,30.09.1964,3.8
Karasjok,SN97250,01.10.1964,2.3
Karasjok,SN97250,02.10.1964,3.5
Karasjok,SN97250,03.10.1964,0.7
Karasjok,SN97250,04.10.1964,2.8
Karasjok,SN97250,05.10.1964,3.8
Karasjok,SN97250,06.10.1964,0.9
Karasjok,SN97250,07.10.1964,1.6
Karasjok,SN97250,08.10.1964,3.2
Karasjok,SN97250,09.10.1964,7.2
Karasjok,SN97250,10.10.1964,6.3
Karasjok,SN97250,11.10.1964,2.4
Karasjok,SN97250,12.10.1964,3.7
Karasjok,SN97250,13.10.1964,4.6
Karasjok,SN97250,14.10.1964,0.6
Karasjok,SN97250,15.10.1964,0.3
Karasjok,SN97250,16.10.1964,1.4
Karasjok,SN97250,17.10.1964,2
Karasjok,SN97250,18.10.1964,1.8
Karasjok,SN97250,19.10.1964,-1.8
Karasjok,SN97250,20.10.1964,2.1
Karasjok,SN97250,21.10.1964,-2.1
Karasjok,SN97250,22.10.1964,1.3
Karasjok,SN97250,23.10.1964,5.3
Karasjok,SN97250,24.10.1964,7.1
Karasjok,SN97250,25.10.1964,1.8
Karasjok,SN97250,26.10.1964,-4.5
Karasjok,SN97250,27.10.1964,-5.3
Karasjok,SN97250,28.10.1964,2.5
Karasjok,SN97250,29.10.1964,7
Karasjok,SN97250,30.10.1964,2.7
Karasjok,SN97250,31.10.1964,4.9
Karasjok,SN97250,01.11.1964,-0.3
Karasjok,SN97250,02.11.1964,-0.2
Karasjok,SN97250,03.11.1964,-4
Karasjok,SN97250,04.11.1964,-0.5
Karasjok,SN97250,05.11.1964,-8.8
Karasjok,SN97250,06.11.1964,-25
Karasjok,SN97250,07.11.1964,-22.7
Karasjok,SN97250,08.11.1964,-10.8
Karasjok,SN97250,09.11.1964,-15.4
Karasjok,SN97250,10.11.1964,1.1
Karasjok,SN97250,11.11.1964,-3.7
Karasjok,SN97250,12.11.1964,-5.3
Karasjok,SN97250,13.11.1964,-9.4
Karasjok,SN97250,14.11.1964,0.8
Karasjok,SN97250,15.11.1964,1.5
Karasjok,SN97250,16.11.1964,0.9
Karasjok,SN97250,17.11.1964,-0.4
Karasjok,SN97250,18.11.1964,-0.7
Karasjok,SN97250,19.11.1964,-2.3
Karasjok,SN97250,20.11.1964,-11.1
Karasjok,SN97250,21.11.1964,-7.7
Karasjok,SN97250,22.11.1964,-7.7
Karasjok,SN97250,23.11.1964,-9.7
Karasjok,SN97250,24.11.1964,-8.3
Karasjok,SN97250,25.11.1964,-6.9
Karasjok,SN97250,26.11.1964,-10.2
Karasjok,SN97250,27.11.1964,-12
Karasjok,SN97250,28.11.1964,-15.7
Karasjok,SN97250,29.11.1964,-16.6
Karasjok,SN97250,30.11.1964,-27.6
Karasjok,SN97250,01.12.1964,-21.7
Karasjok,SN97250,02.12.1964,-12.3
Karasjok,SN97250,03.12.1964,-10.5
Karasjok,SN97250,04.12.1964,-12.1
Karasjok,SN97250,05.12.1964,-14.9
Karasjok,SN97250,06.12.1964,-13.3
Karasjok,SN97250,07.12.1964,-6.1
Karasjok,SN97250,08.12.1964,-8.1
Karasjok,SN97250,09.12.1964,1.7
Karasjok,SN97250,10.12.1964,-0.7
Karasjok,SN97250,11.12.1964,-3.9
Karasjok,SN97250,12.12.1964,-12.3
Karasjok,SN97250,13.12.1964,1.5
Karasjok,SN97250,14.12.1964,-4.3
Karasjok,SN97250,15.12.1964,-5.5
Karasjok,SN97250,16.12.1964,-12.3
Karasjok,SN97250,17.12.1964,-30.1
Karasjok,SN97250,18.12.1964,-21.7
Karasjok,SN97250,19.12.1964,-14.3
Karasjok,SN97250,20.12.1964,-28.6
Karasjok,SN97250,21.12.1964,-13.2
Karasjok,SN97250,22.12.1964,-10.4
Karasjok,SN97250,23.12.1964,-3.2
Karasjok,SN97250,24.12.1964,-10.8
Karasjok,SN97250,25.12.1964,-15.9
Karasjok,SN97250,26.12.1964,-3.1
Karasjok,SN97250,27.12.1964,-24
Karasjok,SN97250,28.12.1964,-31.5
Karasjok,SN97250,29.12.1964,-19.1
Karasjok,SN97250,30.12.1964,-9.1
Karasjok,SN97250,31.12.1964,-5
Karasjok,SN97250,01.01.1965,-7.3
Karasjok,SN97250,02.01.1965,-2.7
Karasjok,SN97250,03.01.1965,-9.5
Karasjok,SN97250,04.01.1965,-23.7
Karasjok,SN97250,05.01.1965,-20.5
Karasjok,SN97250,06.01.1965,-30.8
Karasjok,SN97250,07.01.1965,-29.2
Karasjok,SN97250,08.01.1965,-36.3
Karasjok,SN97250,09.01.1965,-38.1
Karasjok,SN97250,10.01.1965,-39
Karasjok,SN97250,11.01.1965,-21.7
Karasjok,SN97250,12.01.1965,-12.6
Karasjok,SN97250,13.01.1965,-14.5
Karasjok,SN97250,14.01.1965,-4.1
Karasjok,SN97250,15.01.1965,0.8
Karasjok,SN97250,16.01.1965,-9.5
Karasjok,SN97250,17.01.1965,-1.9
Karasjok,SN97250,18.01.1965,-4.9
Karasjok,SN97250,19.01.1965,-8.6
Karasjok,SN97250,20.01.1965,-28.2
Karasjok,SN97250,21.01.1965,-25.9
Karasjok,SN97250,22.01.1965,-12.5
Karasjok,SN97250,23.01.1965,-8.3
Karasjok,SN97250,24.01.1965,-8.8
Karasjok,SN97250,25.01.1965,-12.4
Karasjok,SN97250,26.01.1965,-12.8
Karasjok,SN97250,27.01.1965,-16
Karasjok,SN97250,28.01.1965,-13.4
Karasjok,SN97250,29.01.1965,-16.6
Karasjok,SN97250,30.01.1965,-15.8
Karasjok,SN97250,31.01.1965,-13.5
Karasjok,SN97250,01.02.1965,-5.5
Karasjok,SN97250,02.02.1965,-3.8
Karasjok,SN97250,03.02.1965,-12.6
Karasjok,SN97250,04.02.1965,-9.3
Karasjok,SN97250,05.02.1965,-2.2
Karasjok,SN97250,06.02.1965,-2.9
Karasjok,SN97250,07.02.1965,-6.4
Karasjok,SN97250,08.02.1965,-14.6
Karasjok,SN97250,09.02.1965,-11.1
Karasjok,SN97250,10.02.1965,-13.8
Karasjok,SN97250,11.02.1965,-16.6
Karasjok,SN97250,12.02.1965,-16
Karasjok,SN97250,13.02.1965,-21.6
Karasjok,SN97250,14.02.1965,-24.1
Karasjok,SN97250,15.02.1965,-29.3
Karasjok,SN97250,16.02.1965,-30.3
Karasjok,SN97250,17.02.1965,-6.6
Karasjok,SN97250,18.02.1965,-3.1
Karasjok,SN97250,19.02.1965,-2.3
Karasjok,SN97250,20.02.1965,-4.9
Karasjok,SN97250,21.02.1965,-9.7
Karasjok,SN97250,22.02.1965,-9.6
Karasjok,SN97250,23.02.1965,-8.9
Karasjok,SN97250,24.02.1965,-10
Karasjok,SN97250,25.02.1965,-10.2
Karasjok,SN97250,26.02.1965,-17.6
Karasjok,SN97250,27.02.1965,-23.9
Karasjok,SN97250,28.02.1965,-7.3
Karasjok,SN97250,01.03.1965,-8.3
Karasjok,SN97250,02.03.1965,-20.2
Karasjok,SN97250,03.03.1965,-24.4
Karasjok,SN97250,04.03.1965,-29.2
Karasjok,SN97250,05.03.1965,-23.1
Karasjok,SN97250,06.03.1965,-23.7
Karasjok,SN97250,07.03.1965,-18.2
Karasjok,SN97250,08.03.1965,-6.9
Karasjok,SN97250,09.03.1965,-18.6
Karasjok,SN97250,10.03.1965,-20.7
Karasjok,SN97250,11.03.1965,-17.2
Karasjok,SN97250,12.03.1965,2.7
Karasjok,SN97250,13.03.1965,-6
Karasjok,SN97250,14.03.1965,-12.1
Karasjok,SN97250,15.03.1965,-5.3
Karasjok,SN97250,16.03.1965,-13.8
Karasjok,SN97250,17.03.1965,-20.9
Karasjok,SN97250,18.03.1965,-9.4
Karasjok,SN97250,19.03.1965,-8
Karasjok,SN97250,20.03.1965,-6.5
Karasjok,SN97250,21.03.1965,-3.1
Karasjok,SN97250,22.03.1965,-5.4
Karasjok,SN97250,23.03.1965,-11.3
Karasjok,SN97250,24.03.1965,-19.9
Karasjok,SN97250,25.03.1965,-16.6
Karasjok,SN97250,26.03.1965,-13.4
Karasjok,SN97250,27.03.1965,-11.7
Karasjok,SN97250,28.03.1965,-13.9
Karasjok,SN97250,29.03.1965,-12.1
Karasjok,SN97250,30.03.1965,-7.7
Karasjok,SN97250,31.03.1965,-9.5
Karasjok,SN97250,01.04.1965,-10.2
Karasjok,SN97250,02.04.1965,-17.8
Karasjok,SN97250,03.04.1965,-16.3
Karasjok,SN97250,04.04.1965,-11.3
Karasjok,SN97250,05.04.1965,-6.7
Karasjok,SN97250,06.04.1965,-11.4
Karasjok,SN97250,07.04.1965,-10.5
Karasjok,SN97250,08.04.1965,-12.3
Karasjok,SN97250,09.04.1965,-14.3
Karasjok,SN97250,10.04.1965,-6.1
Karasjok,SN97250,11.04.1965,-3.6
Karasjok,SN97250,12.04.1965,0.1
Karasjok,SN97250,13.04.1965,2.1
Karasjok,SN97250,14.04.1965,2
Karasjok,SN97250,15.04.1965,1.9
Karasjok,SN97250,16.04.1965,2
Karasjok,SN97250,17.04.1965,3
Karasjok,SN97250,18.04.1965,3.3
Karasjok,SN97250,19.04.1965,5.6
Karasjok,SN97250,20.04.1965,4.6
Karasjok,SN97250,21.04.1965,1.7
Karasjok,SN97250,22.04.1965,1.6
Karasjok,SN97250,23.04.1965,0.5
Karasjok,SN97250,24.04.1965,4.7
Karasjok,SN97250,25.04.1965,3
Karasjok,SN97250,26.04.1965,3.7
Karasjok,SN97250,27.04.1965,1.2
Karasjok,SN97250,28.04.1965,2
Karasjok,SN97250,29.04.1965,2.6
Karasjok,SN97250,30.04.1965,-0.4
Karasjok,SN97250,01.05.1965,0
Karasjok,SN97250,02.05.1965,0.2
Karasjok,SN97250,03.05.1965,2.4
Karasjok,SN97250,04.05.1965,2.1
Karasjok,SN97250,05.05.1965,1.3
Karasjok,SN97250,06.05.1965,0.6
Karasjok,SN97250,07.05.1965,0.1
Karasjok,SN97250,08.05.1965,-0.5
Karasjok,SN97250,09.05.1965,1.6
Karasjok,SN97250,10.05.1965,1.3
Karasjok,SN97250,11.05.1965,-0.3
Karasjok,SN97250,12.05.1965,-0.4
Karasjok,SN97250,13.05.1965,0.1
Karasjok,SN97250,14.05.1965,0.9
Karasjok,SN97250,15.05.1965,-1.2
Karasjok,SN97250,16.05.1965,-1.9
Karasjok,SN97250,17.05.1965,0
Karasjok,SN97250,18.05.1965,-0.6
Karasjok,SN97250,19.05.1965,-2.3
Karasjok,SN97250,20.05.1965,-1.3
Karasjok,SN97250,21.05.1965,-1.7
Karasjok,SN97250,22.05.1965,-0.7
Karasjok,SN97250,23.05.1965,1.8
Karasjok,SN97250,24.05.1965,3.8
Karasjok,SN97250,25.05.1965,3.8
Karasjok,SN97250,26.05.1965,2.7
Karasjok,SN97250,27.05.1965,0.8
Karasjok,SN97250,28.05.1965,1.4
Karasjok,SN97250,29.05.1965,1.1
Karasjok,SN97250,30.05.1965,2.2
Karasjok,SN97250,31.05.1965,3.5
Karasjok,SN97250,01.06.1965,5.3
Karasjok,SN97250,02.06.1965,2.3
Karasjok,SN97250,03.06.1965,2.5
Karasjok,SN97250,04.06.1965,7.6
Karasjok,SN97250,05.06.1965,9.5
Karasjok,SN97250,06.06.1965,11.2
Karasjok,SN97250,07.06.1965,13
Karasjok,SN97250,08.06.1965,16.1
Karasjok,SN97250,09.06.1965,7.7
Karasjok,SN97250,10.06.1965,4.9
Karasjok,SN97250,11.06.1965,3.2
Karasjok,SN97250,12.06.1965,5.2
Karasjok,SN97250,13.06.1965,6.7
Karasjok,SN97250,14.06.1965,8.8
Karasjok,SN97250,15.06.1965,7.2
Karasjok,SN97250,16.06.1965,5.7
Karasjok,SN97250,17.06.1965,7.6
Karasjok,SN97250,18.06.1965,10.5
Karasjok,SN97250,19.06.1965,13.4
Karasjok,SN97250,20.06.1965,7.8
Karasjok,SN97250,21.06.1965,5.3
Karasjok,SN97250,22.06.1965,8.6
Karasjok,SN97250,23.06.1965,11.9
Karasjok,SN97250,24.06.1965,12.3
Karasjok,SN97250,25.06.1965,11.4
Karasjok,SN97250,26.06.1965,15.5
Karasjok,SN97250,27.06.1965,15.4
Karasjok,SN97250,28.06.1965,13.5
Karasjok,SN97250,29.06.1965,6.8
Karasjok,SN97250,30.06.1965,5.7
Karasjok,SN97250,01.07.1965,7.6
Karasjok,SN97250,02.07.1965,5.7
Karasjok,SN97250,03.07.1965,5
Karasjok,SN97250,04.07.1965,7.4
Karasjok,SN97250,05.07.1965,10.9
Karasjok,SN97250,06.07.1965,11.9
Karasjok,SN97250,07.07.1965,10.3
Karasjok,SN97250,08.07.1965,5.4
Karasjok,SN97250,09.07.1965,5.9
Karasjok,SN97250,10.07.1965,8.5
Karasjok,SN97250,11.07.1965,6.4
Karasjok,SN97250,12.07.1965,9.4
Karasjok,SN97250,13.07.1965,14.1
Karasjok,SN97250,14.07.1965,13.8
Karasjok,SN97250,15.07.1965,10.9
Karasjok,SN97250,16.07.1965,8.2
Karasjok,SN97250,17.07.1965,9.3
Karasjok,SN97250,18.07.1965,11
Karasjok,SN97250,19.07.1965,12.6
Karasjok,SN97250,20.07.1965,13.3
Karasjok,SN97250,21.07.1965,11.2
Karasjok,SN97250,22.07.1965,11.9
Karasjok,SN97250,23.07.1965,10.5
Karasjok,SN97250,24.07.1965,12
Karasjok,SN97250,25.07.1965,10.2
Karasjok,SN97250,26.07.1965,7.8
Karasjok,SN97250,27.07.1965,9.7
Karasjok,SN97250,28.07.1965,12.5
Karasjok,SN97250,29.07.1965,8.2
Karasjok,SN97250,30.07.1965,9.3
Karasjok,SN97250,31.07.1965,9.5
Karasjok,SN97250,01.08.1965,6.9
Karasjok,SN97250,02.08.1965,8.2
Karasjok,SN97250,03.08.1965,10.7
Karasjok,SN97250,04.08.1965,8.8
Karasjok,SN97250,05.08.1965,7.3
Karasjok,SN97250,06.08.1965,7.8
Karasjok,SN97250,07.08.1965,10
Karasjok,SN97250,08.08.1965,9.3
Karasjok,SN97250,09.08.1965,9.2
Karasjok,SN97250,10.08.1965,8.1
Karasjok,SN97250,11.08.1965,7.7
Karasjok,SN97250,12.08.1965,8.3
Karasjok,SN97250,13.08.1965,6.1
Karasjok,SN97250,14.08.1965,7.2
Karasjok,SN97250,15.08.1965,7.6
Karasjok,SN97250,16.08.1965,5.5
Karasjok,SN97250,17.08.1965,7.4
Karasjok,SN97250,18.08.1965,10.6
Karasjok,SN97250,19.08.1965,11.3
Karasjok,SN97250,20.08.1965,10.2
Karasjok,SN97250,21.08.1965,9.7
Karasjok,SN97250,22.08.1965,10.5
Karasjok,SN97250,23.08.1965,9.8
Karasjok,SN97250,24.08.1965,9.4
Karasjok,SN97250,25.08.1965,12.3
Karasjok,SN97250,26.08.1965,15.7
Karasjok,SN97250,27.08.1965,11.8
Karasjok,SN97250,28.08.1965,12
Karasjok,SN97250,29.08.1965,14.3
Karasjok,SN97250,30.08.1965,14.4
Karasjok,SN97250,31.08.1965,11.8
Karasjok,SN97250,01.09.1965,11.7
Karasjok,SN97250,02.09.1965,10.4
Karasjok,SN97250,03.09.1965,12.5
Karasjok,SN97250,04.09.1965,13.3
Karasjok,SN97250,05.09.1965,11.1
Karasjok,SN97250,06.09.1965,9.6
Karasjok,SN97250,07.09.1965,6.9
Karasjok,SN97250,08.09.1965,7.8
Karasjok,SN97250,09.09.1965,9.3
Karasjok,SN97250,10.09.1965,7.3
Karasjok,SN97250,11.09.1965,6.1
Karasjok,SN97250,12.09.1965,3.8
Karasjok,SN97250,13.09.1965,3.6
Karasjok,SN97250,14.09.1965,2.4
Karasjok,SN97250,15.09.1965,4.3
Karasjok,SN97250,16.09.1965,3.1
Karasjok,SN97250,17.09.1965,3.1
Karasjok,SN97250,18.09.1965,4.2
Karasjok,SN97250,19.09.1965,1.3
Karasjok,SN97250,20.09.1965,2.8
Karasjok,SN97250,21.09.1965,6.8
Karasjok,SN97250,22.09.1965,3.9
Karasjok,SN97250,23.09.1965,5.7
Karasjok,SN97250,24.09.1965,5.4
Karasjok,SN97250,25.09.1965,7.3
Karasjok,SN97250,26.09.1965,9
Karasjok,SN97250,27.09.1965,6.3
Karasjok,SN97250,28.09.1965,3
Karasjok,SN97250,29.09.1965,1.6
Karasjok,SN97250,30.09.1965,5.4
Karasjok,SN97250,01.10.1965,2.1
Karasjok,SN97250,02.10.1965,1.9
Karasjok,SN97250,03.10.1965,1.3
Karasjok,SN97250,04.10.1965,0
Karasjok,SN97250,05.10.1965,1.3
Karasjok,SN97250,06.10.1965,-0.7
Karasjok,SN97250,07.10.1965,0.9
Karasjok,SN97250,08.10.1965,-1.3
Karasjok,SN97250,09.10.1965,-2.1
Karasjok,SN97250,10.10.1965,-6.3
Karasjok,SN97250,11.10.1965,-6.1
Karasjok,SN97250,12.10.1965,-5.9
Karasjok,SN97250,13.10.1965,0.1
Karasjok,SN97250,14.10.1965,-1.8
Karasjok,SN97250,15.10.1965,-2.5
Karasjok,SN97250,16.10.1965,0.2
Karasjok,SN97250,17.10.1965,-5.3
Karasjok,SN97250,18.10.1965,-11.6
Karasjok,SN97250,19.10.1965,-10
Karasjok,SN97250,20.10.1965,0.2
Karasjok,SN97250,21.10.1965,5.6
Karasjok,SN97250,22.10.1965,2.1
Karasjok,SN97250,23.10.1965,3.1
Karasjok,SN97250,24.10.1965,3.6
Karasjok,SN97250,25.10.1965,5.9
Karasjok,SN97250,26.10.1965,1
Karasjok,SN97250,27.10.1965,0.4
Karasjok,SN97250,28.10.1965,0.3
Karasjok,SN97250,29.10.1965,-2.1
Karasjok,SN97250,30.10.1965,-8.7
Karasjok,SN97250,31.10.1965,-5.4
Karasjok,SN97250,01.11.1965,-1.6
Karasjok,SN97250,02.11.1965,2
Karasjok,SN97250,03.11.1965,0.9
Karasjok,SN97250,04.11.1965,-2.1
Karasjok,SN97250,05.11.1965,2
Karasjok,SN97250,06.11.1965,-3.6
Karasjok,SN97250,07.11.1965,-3.2
Karasjok,SN97250,08.11.1965,-3.7
Karasjok,SN97250,09.11.1965,-1.8
Karasjok,SN97250,10.11.1965,-3.3
Karasjok,SN97250,11.11.1965,-11.1
Karasjok,SN97250,12.11.1965,-13.8
Karasjok,SN97250,13.11.1965,-12.1
Karasjok,SN97250,14.11.1965,-7.7
Karasjok,SN97250,15.11.1965,-7.4
Karasjok,SN97250,16.11.1965,-11.5
Karasjok,SN97250,17.11.1965,-8
Karasjok,SN97250,18.11.1965,-8.7
Karasjok,SN97250,19.11.1965,-25.7
Karasjok,SN97250,20.11.1965,-23.1
Karasjok,SN97250,21.11.1965,-22.6
Karasjok,SN97250,22.11.1965,-32
Karasjok,SN97250,23.11.1965,-31.8
Karasjok,SN97250,24.11.1965,-21.2
Karasjok,SN97250,25.11.1965,-28.6
Karasjok,SN97250,26.11.1965,-35.4
Karasjok,SN97250,27.11.1965,-17.6
Karasjok,SN97250,28.11.1965,-12.3
Karasjok,SN97250,29.11.1965,-13.1
Karasjok,SN97250,30.11.1965,-11.3
Karasjok,SN97250,01.12.1965,-14.2
Karasjok,SN97250,02.12.1965,-5.4
Karasjok,SN97250,03.12.1965,-4.2
Karasjok,SN97250,04.12.1965,-9.3
Karasjok,SN97250,05.12.1965,-8.7
Karasjok,SN97250,06.12.1965,-4.1
Karasjok,SN97250,07.12.1965,-3.6
Karasjok,SN97250,08.12.1965,-2.1
Karasjok,SN97250,09.12.1965,-6.4
Karasjok,SN97250,10.12.1965,-32.5
Karasjok,SN97250,11.12.1965,-31.9
